D_TRA1_1_SPOT1,A1,A3_1,A3_4,A3_6,A3_11,A3_15,A3_19,A3_21,A6_4,D_TRA1_S_Day,A10A,A10F,A3sum,D_TRA1_SMONTH_8.0,A2_1_1.0,A2_1_10.0,A2_1_14.0,A2_1_3.0,A2_1_8.0,A4_1_6.0,A4_1_7.0,A4_1_9.0,BARA_11,BARA_21,BARA_22,BARA_23,BARA_24,BARA_26,BARA_29,BARA_32,BARA_33,BARA_35,BARA_36,BARA_37,BARA_39
31370.0,0.036544850498338874,0.8637873754152824,0.036544850498338874,0.6345514950166113,0.053156146179401995,0.023255813953488372,0.0,0.016611295681063124,0.006644518272425249,0.46511627906976744,3594.7176079734218,13972.558139534884,2.4817275747508307,0.09966777408637874,0.16943521594684385,0.023255813953488372,0.0664451827242525,0.06312292358803986,0.03986710963455149,0.009966777408637873,0.2292358803986711,0.0,0.3754152823920266,0.0033222591362126247,0.006644518272425249,0.1461794019933555,0.009966777408637873,0.0,0.029900332225913623,0.029900332225913623,0.03986710963455149,0.03322259136212625,0.006644518272425249,0.0033222591362126247,0.0
31380.0,0.0070921985815602835,0.75177304964539,0.0070921985815602835,0.6453900709219859,0.014184397163120567,0.03546099290780142,0.0,0.0070921985815602835,0.0070921985815602835,0.28368794326241137,1418.5106382978724,6546.241134751773,2.326241134751773,0.09929078014184398,0.15602836879432624,0.028368794326241134,0.0425531914893617,0.0425531914893617,0.09219858156028368,0.0,0.16312056737588654,0.0,0.5602836879432624,0.0070921985815602835,0.0,0.1702127659574468,0.0,0.0,0.0,0.014184397163120567,0.0070921985815602835,0.0,0.014184397163120567,0.0,0.0
32010.0,0.005025125628140704,0.7839195979899497,0.03015075376884422,0.542713567839196,0.02512562814070352,0.07035175879396985,0.0,0.005025125628140704,0.02512562814070352,0.4271356783919598,60.301507537688444,13263.61809045226,2.512562814070352,0.04020100502512563,0.1306532663316583,0.0,0.05527638190954774,0.04522613065326633,0.10552763819095477,0.01507537688442211,0.3316582914572864,0.0,0.32160804020100503,0.005025125628140704,0.010050251256281407,0.12562814070351758,0.01507537688442211,0.020100502512562814,0.005025125628140704,0.1306532663316583,0.04522613065326633,0.005025125628140704,0.01507537688442211,0.010050251256281407,0.0
32020.0,0.0875,0.9,0.0625,0.6,0.0125,0.0375,0.0,0.05,0.025,0.5875,4150.0,10574.875,2.525,0.0875,0.2125,0.0375,0.1,0.1125,0.0875,0.0125,0.1375,0.0,0.2,0.025,0.0625,0.025,0.0,0.0125,0.0375,0.1125,0.075,0.025,0.0125,0.025,0.0
32030.0,0.0223463687150838,0.8603351955307262,0.10893854748603352,0.6955307262569832,0.0335195530726257,0.05307262569832402,0.002793296089385475,0.0111731843575419,0.09217877094972067,0.8491620111731844,2639.664804469274,8178.743016759777,2.7513966480446927,0.09776536312849161,0.24022346368715083,0.002793296089385475,0.08659217877094973,0.0335195530726257,0.12011173184357542,0.013966480446927373,0.3407821229050279,0.0,0.2541899441340782,0.01675977653631285,0.008379888268156424,0.07262569832402235,0.013966480446927373,0.019553072625698324,0.013966480446927373,0.20670391061452514,0.08100558659217877,0.0111731843575419,0.0,0.025139664804469275,0.0
32040.0,0.03896103896103896,0.8051948051948052,0.03896103896103896,0.7142857142857143,0.05194805194805195,0.06493506493506493,0.0,0.0,0.12987012987012986,0.9090909090909091,2597.4025974025976,11026.103896103896,2.675324675324675,0.16883116883116883,0.19480519480519481,0.0,0.11688311688311688,0.025974025974025976,0.07792207792207792,0.0,0.3246753246753247,0.0,0.16883116883116883,0.025974025974025976,0.0,0.03896103896103896,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.2077922077922078,0.03896103896103896,0.06493506493506493,0.025974025974025976,0.025974025974025976,0.0
32050.0,0.125,0.9583333333333334,0.0,0.6666666666666666,0.125,0.041666666666666664,0.0,0.08333333333333333,0.16666666666666666,1.0,18958.333333333332,11437.083333333334,2.625,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664
32060.0,0.03225806451612903,0.8436724565756824,0.07444168734491315,0.6575682382133995,0.02481389578163772,0.06947890818858561,0.0,0.017369727047146403,0.1761786600496278,0.9776674937965261,3724.565756823821,8548.461538461539,2.6476426799007444,0.10669975186104218,0.23573200992555832,0.0024813895781637717,0.08188585607940446,0.017369727047146403,0.1141439205955335,0.009925558312655087,0.34739454094292804,0.0,0.2878411910669975,0.007444168734491315,0.009925558312655087,0.12158808933002481,0.01488833746898263,0.009925558312655087,0.01488833746898263,0.14640198511166252,0.03970223325062035,0.0024813895781637717,0.007444168734491315,0.019851116625310174,0.0
32070.0,0.043478260869565216,0.8405797101449275,0.028985507246376812,0.6956521739130435,0.028985507246376812,0.028985507246376812,0.0,0.043478260869565216,0.14492753623188406,0.9565217391304348,4202.898550724638,12043.768115942028,2.4782608695652173,0.13043478260869565,0.13043478260869565,0.0,0.13043478260869565,0.028985507246376812,0.057971014492753624,0.028985507246376812,0.2753623188405797,0.0,0.21739130434782608,0.028985507246376812,0.0,0.07246376811594203,0.0,0.014492753623188406,0.014492753623188406,0.21739130434782608,0.028985507246376812,0.0,0.0,0.08695652173913043,0.0
32310.0,0.036585365853658534,0.6585365853658537,0.036585365853658534,0.6463414634146342,0.0,0.024390243902439025,0.0,0.024390243902439025,0.3048780487804878,0.9024390243902439,5121.951219512195,23195.0,2.2804878048780486,0.10975609756097561,0.18292682926829268,0.0,0.0975609756097561,0.036585365853658534,0.07317073170731707,0.024390243902439025,0.2682926829268293,0.0,0.5121951219512195,0.0,0.0,0.17073170731707318,0.012195121951219513,0.0,0.0,0.06097560975609756,0.0,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.0
